common_name,scientific_name,alternative_common_names,alternative_scientific_names
Scrub Nightjar,Nyctidromus anthonyi,Anthony's Nightjar,Caprimulgus anthonyi
Sickle-winged Nightjar,Eleothreptus anomalus,,
White-winged Nightjar,Eleothreptus candicans,,Caprimulgus candicans
Swallow-tailed Nightjar,Uropsalis segmentata,,
Lyre-tailed Nightjar,Uropsalis lyra,,
Todd's Nightjar,Setopagis heterura,,Caprimulgus heterura
Little Nightjar,Setopagis parvula,,Caprimulgus parvula
Roraiman Nightjar,Setopagis whitelyi,,Caprimulgus whitelyi
Cayenne Nightjar,Setopagis maculosa,,Caprimulgus maculosa
Ladder-tailed Nightjar,Hydropsalis climacocerca,,
Scissor-tailed Nightjar,Hydropsalis torquata,,Hydropsalis brasiliana
White-tailed Nightjar,Hydropsalis cayennensis,,Caprimulgus cayennensis
Spot-tailed Nightjar,Hydropsalis maculicaudus,,Caprimulgus maculicaudus
Long-trained Nightjar,Macropsalis forcipata,,Macropsalis creagra
Jamaican Poorwill,Siphonorhis americana,Jamaican Paraque,Siphonorhis americanus
Least Poorwill,Siphonorhis brewsteri,,
Choco Poorwill,Nyctiphrynus rosenbergi,Choc� Poorwill,
Eared Poorwill,Nyctiphrynus mcleodii,,Otophanes mcleodii
Yucatan Poorwill,Nyctiphrynus yucatanicus,,Otophanes yucatanicus
Ocellated Poorwill,Nyctiphrynus ocellatus,,
,Nyctiphrynus ocellatus,,
Common Poorwill,Phalaenoptilus nuttallii,,
Eastern Whip-poor-will,Antrostomus vociferus,,Caprimulgus vociferus
Mexican Whip-poor-will,Antrostomus arizonae,,Caprimulgus arizonae; Caprimulgus vociferus
Puerto Rican Nightjar,Antrostomus noctitherus,Puerto Rican Whip-poor-will,Caprimulgus noctitherus
Dusky Nightjar,Antrostomus saturatus,,Caprimulgus saturatus
Buff-collared Nightjar,Antrostomus ridgwayi,,Caprimulgus ridgwayi
Tawny-collared Nightjar,Antrostomus salvini,,Caprimulgus salvini
Yucatan Nightjar,Antrostomus badius,,Caprimulgus badius
Silky-tailed Nightjar,Antrostomus sericocaudatus,,Caprimulgus sericocaudatus
Chuck-will's-widow,Antrostomus carolinensis,,Caprimulgus carolinensis
Rufous Nightjar,Antrostomus rufus,,Caprimulgus rufus
Cuban Nightjar,Antrostomus cubanensis,Greater Antillean Nightjar,Caprimulgus cubanensis
Hispaniolan Nightjar,Antrostomus ekmani,,Caprimulgus ekmani
Red-necked Nightjar,Caprimulgus ruficollis,Engoulevent � collier roux,
Jungle Nightjar,Caprimulgus indicus,Gray Nightjar,
Grey Nightjar,Caprimulgus jotaka,,
Palau Nightjar,Caprimulgus phalaena,,
European Nightjar,Caprimulgus europaeus,"Engoulevent d'Europe, Nightjar",
Sombre Nightjar,Caprimulgus fraenatus,Engoulevent sombre,
Rufous-cheeked Nightjar,Caprimulgus rufigena,Engoulevent � joues rousses,
Egyptian Nightjar,Caprimulgus aegyptius,Engoulevent du d�sert,
Sykes's Nightjar,Caprimulgus mahrattensis,,
Vaurie's Nightjar,Caprimulgus centralasicus,,
Nubian Nightjar,Caprimulgus nubicus,Engoulevent de Nubie,
Golden Nightjar,Caprimulgus eximius,Engoulevent dor�,
Jerdon's Nightjar,Caprimulgus atripennis,,
Large-tailed Nightjar,Caprimulgus macrurus,,
Mees's Nightjar,Caprimulgus meesi,,
Andaman Nightjar,Caprimulgus andamanicus,,
Philippine Nightjar,Caprimulgus manillensis,,
Sulawesi Nightjar,Caprimulgus celebensis,,
Bonaparte's Nightjar,Caprimulgus concretus,,
Salvadori's Nightjar,Caprimulgus pulchellus,,
Donaldson-Smith's Nightjar,Caprimulgus donaldsoni,Engoulevent des �pines,
Fiery-necked Nightjar,Caprimulgus pectoralis,Engoulevent musicien,Caprimulgus nigriscapularis
Montane Nightjar,Caprimulgus poliocephalus,"Engoulevent d'Abyssinie, Mountain Nightjar",Caprimulgus ruwenzorii
Indian Nightjar,Caprimulgus asiaticus,,
Madagascar Nightjar,Caprimulgus madagascariensis,Engoulevent malgache,
Swamp Nightjar,Caprimulgus natalensis,"Engoulevent � queue blanche, Natal Nightjar",
Nechisar Nightjar,Caprimulgus solala,,
Plain Nightjar,Caprimulgus inornatus,Engoulevent terne,
Star-spotted Nightjar,Caprimulgus stellatus,Engoulevent �toil�,
Savanna Nightjar,Caprimulgus affinis,,
Freckled Nightjar,Caprimulgus tristigma,"Freckled Rock Nightjar, Engoulevent pointill�",
Prigogine's Nightjar,Caprimulgus prigoginei,"Itombwe Nightjar, Engoulevent de Prigogine",
Bates's Nightjar,Caprimulgus batesi,Engoulevent de Bates,
Long-tailed Nightjar,Caprimulgus climacurus,Engoulevent � longue queue,
Slender-tailed Nightjar,Caprimulgus clarus,Engoulevent de Reichenow,
Mozambique Nightjar,Caprimulgus fossii,"Engoulevent du Mozambique, Gaboon Nightjar",
Standard-winged Nightjar,Caprimulgus longipennis,Engoulevent � balanciers,Macrodipteryx longipennis
Pennant-winged Nightjar,Caprimulgus vexillarius,Engoulevent porte-�tendard,Macrodipteryx vexillarius
,Caprimulgus indicus,Gray Nightjar,
,Caprimulgus cubanensis,Greater Antillean Nightjar,
,Caprimulgus vociferus,Whip-poor-will,
,Caprimulgus otiosus,St. Lucia Nightjar,
,Caprimulgus macrurus,,
,Caprimulgus macrurus,,
,Caprimulgus pectoralis,,
,Caprimulgus poliocephalus,,
,Caprimulgus longirostris,,
,Caprimulgus nigriscapularis,,
,Caprimulgus parvulus,,
,Caprimulgus ruwenzorii,,
Brown Nightjar,Veles binotatus,Engoulevent � deux taches,Caprimulgus binotatus
New Caledonian Owlet-nightjar,Aegotheles savesi,"New Caledonian Owlet-Nightjar, Enigmatic Owlet-Nightjar",
Feline Owlet-nightjar,Aegotheles insignis,,
Spangled Owlet-nightjar,Aegotheles tatei,,
Moluccan Owlet-nightjar,Aegotheles crinifrons,Long-whiskered Owlet-Nightjar,
Australian Owlet-nightjar,Aegotheles cristatus,Australian Owlet-Nightjar,
Allied Owlet-nightjar,Aegotheles affinis,,
Barred Owlet-nightjar,Aegotheles bennettii,,
Wallace's Owlet-nightjar,Aegotheles wallacii,Wallace's Owlet-Nightjar,
Archbold's Owlet-nightjar,Aegotheles archboldi,Archbold's Owlet-Nightjar,
Mountain Owlet-nightjar,Aegotheles albertisi,Mountain Owlet-Nightjar,
,Aegotheles bennettii,Barred Owlet-Nightjar,
,Aegotheles insignis,Feline Owlet-Nightjar,
Crested Treeswift,Hemiprocne coronata,,
Grey-rumped Treeswift,Hemiprocne longipennis,,
Whiskered Treeswift,Hemiprocne comata,,
Moustached Treeswift,Hemiprocne mystacea,,
Spot-fronted Swift,Cypseloides cherriei,,
White-chinned Swift,Cypseloides cryptus,,
White-fronted Swift,Cypseloides storeri,,
Black Swift,Cypseloides niger,,Nephoecetes niger
White-chested Swift,Cypseloides lemosi,,
Rothschild's Swift,Cypseloides rothschildi,,
Sooty Swift,Cypseloides fumigatus,,
Great Dusky Swift,Cypseloides senex,,Aerornis senex
,Cypseloides major,,
Chestnut-collared Swift,Streptoprocne rutila,,Cypseloides rutilus
Tepui Swift,Streptoprocne phelpsi,,Cypseloides phelpsi
White-collared Swift,Streptoprocne zonaris,,
Biscutate Swift,Streptoprocne biscutata,,
White-naped Swift,Streptoprocne semicollaris,,
Philippine Spinetail,Mearnsia picina,Philippine Spine-tailed Swift,
Papuan Spinetail,Mearnsia novaeguineae,Papuan Spine-tailed Swift,
Madagascar Spinetail,Zoonavena grandidieri,Martinet de Grandidier,
Sao Tome Spinetail,Zoonavena thomensis,"S�o Tom� Spinetail, Sao Tom� Spinetail, Martinet de S�o Tom�",
White-rumped Spinetail,Zoonavena sylvatica,,
Mottled Spinetail,Telacanthura ussheri,Martinet d'Ussher,
Black Spinetail,Telacanthura melanopygia,"Chapin's Spinetail, Martinet de Chapin",
Silver-rumped Spinetail,Rhaphidura leucopygialis,,
Sabine's Spinetail,Rhaphidura sabini,Martinet de Sabine,
Cassin's Spinetail,Neafrapus cassini,Martinet � ventre blanc,
B�hm's Spinetail,Neafrapus boehmi,Martinet de B�hm,
Costa Rican Swift,Chaetura fumosa,,
Band-rumped Swift,Chaetura spinicaudus,,
Lesser Antillean Swift,Chaetura martinica,,
Grey-rumped Swift,Chaetura cinereiventris,Gray-rumped Swift,
Pale-rumped Swift,Chaetura egregia,,
Vaux's Swift,Chaetura vauxi,,
Chimney Swift,Chaetura pelagica,,
Chapman's Swift,Chaetura chapmani,,Chaetura viridipennis
Southern Swift,Chaetura meridionalis,Ashy-tailed Swift,
Short-tailed Swift,Chaetura brachyura,,
,Chaetura viridipennis,Mato Grosso Swift,
,Chaetura andrei,Ashy-tailed Swift,
,Chaetura chapmani,,
,Chaetura spinicauda,,
,Chaetura vauxi,,
White-throated Needletail,Hirundapus caudacutus,"Spine-tailed Swift, Martinet � queue �pineuse, Asian Spine-tailed Swift, Needle-tailed Swift",
Silver-backed Needletail,Hirundapus cochinchinensis,,
Brown-backed Needletail,Hirundapus giganteus,,
Purple Needletail,Hirundapus celebensis,,
Pygmy Swiftlet,Collocalia troglodytes,,
Cave Swiftlet,Collocalia linchi,Linchi Swiftlet,
Glossy Swiftlet,Collocalia esculenta,,
,Collocalia dodgei,Bornean Swiftlet,
,Collocalia inquieta,Micronesian Swiftlet,
,Collocalia spodiopygia,,Collocalia spodiopygius; Aerodramus spodiopygius
,Collocalia vanikorensis,,Aerodramus vanikorensis
,Collocalia amelis,,
,Collocalia palawanensis,,
,Collocalia leucophaea,,Collocalia leucophaeus; Aerodramus leucophaeus
,Collocalia fuciphaga,,Aerodramus fuciphagus
,Collocalia brevirostris,,
,Collocalia marginata,,
,Collocalia nitens,,
,Collocalia cyanoptila,,
,Collocalia rogersi,,
,Collocalia germani,,
,Collocalia ocista,,
Waterfall Swift,Hydrochous gigas,Giant Swiftlet,Hydrochrous gigas
Papuan Swiftlet,Aerodramus papuensis,,Collocalia papuensis
Whitehead's Swiftlet,Aerodramus whiteheadi,,Collocalia whiteheadi
Bare-legged Swiftlet,Aerodramus nuditarsus,,Collocalia nuditarsus
Mayr's Swiftlet,Aerodramus orientalis,,Collocalia orientalis
Moluccan Swiftlet,Aerodramus infuscatus,,Collocalia infuscata
Mountain Swiftlet,Aerodramus hirundinaceus,,Collocalia hirundinacea
Australian Swiftlet,Aerodramus terraereginae,,
Himalayan Swiftlet,Aerodramus brevirostris,,Collocalia rogersi
Volcano Swiftlet,Aerodramus vulcanorum,,Collocalia vulcanorum
Black-nest Swiftlet,Aerodramus maximus,,Collocalia maxima
Uniform Swiftlet,Aerodramus vanikorensis,,Collocalia amelis; Collocalia palawanensis
Atiu Swiftlet,Aerodramus sawtelli,"Aitu Swiftlet, Sawtell's Swiftlet",Collocalia sawtelli
Polynesian Swiftlet,Aerodramus leucophaeus,,Collocalia ocista
Caroline Swiftlet,Aerodramus inquietus,,Collocalia inquieta
Palau Swiftlet,Aerodramus pelewensis,,Collocalia pelewensis
Mariana Swiftlet,Aerodramus bartschi,,Collocalia bartschi
Philippine Swiftlet,Aerodramus mearnsi,,Collocalia mearnsi
White-rumped Swiftlet,Aerodramus spodiopygius,,
Indian Swiftlet,Aerodramus unicolor,,Collocalia unicolor
Mascarene Swiftlet,Aerodramus francicus,"Salangane des Mascareignes, Mauritius Swiftlet",Collocalia francica
Seychelles Swiftlet,Aerodramus elaphrus,Salangane des Seychelles,Collocalia elaphra
Edible-nest Swiftlet,Aerodramus fuciphagus,,Collocalia germani
Mossy-nest Swiftlet,Aerodramus salangana,,Collocalia salangana
Scarce Swift,Schoutedenapus myoptilus,Martinet de Shoa,
,Schoutedenapus myoptilus,"Scarce Swift, Martinet de Shoa",
,Schoutedenapus schoutedeni,"Schouteden's Swift, Congo Swift, Martinet de Schouteden",
White-throated Swift,Aeronautes saxatalis,,
White-tipped Swift,Aeronautes montivagus,,
Andean Swift,Aeronautes andecolus,,
Antillean Palm-swift,Tachornis phoenicobia,"Antillean Palm-Swift, Antillean Palm Swift",
Pygmy Swift,Tachornis furcata,Pygmy Palm Swift,
Fork-tailed Palm-swift,Tachornis squamata,"Neotropical Palm Swift, Fork-tailed Palm-Swift",
Great Swallow-tailed Swift,Panyptila sanctihieronymi,,
Lesser Swallow-tailed Swift,Panyptila cayennensis,,
African Palm-swift,Cypsiurus parvus,"African Palm-Swift, African Palm Swift, Martinet des palmiers, Palm Swift",
Madagascar Palm-swift,Cypsiurus gracilis,,
Asian Palm-swift,Cypsiurus balasiensis,"Asian Palm Swift, Asian Palm-Swift",
,Cypsiurus parvus,"African Palm-swift, African Palm-Swift, African Palm Swift, Martinet des palmiers, Palm Swift",
Alpine Swift,Tachymarptis melba,Martinet alpin,Apus melba
Mottled Swift,Tachymarptis aequatorialis,Martinet marbr�,Apus aequatorialis
Dark-rumped Swift,Apus acuticauda,,
Pacific Swift,Apus pacificus,Martinet de Sib�rie,
White-rumped Swift,Apus caffer,"Martinet cafre, African White-rumped Swift",
Bates's Swift,Apus batesi,Martinet de Bates,
Horus Swift,Apus horus,Martinet horus,
House Swift,Apus nipalensis,,
Little Swift,Apus affinis,Martinet des maisons,
Nyanza Swift,Apus niansae,Martinet du Nyanza,
Bradfield's Swift,Apus bradfieldi,Martinet de Bradfield,
African Swift,Apus barbatus,Martinet noir africain,
Fernando Po Swift,Apus sladeniae,Martinet de Fernando Po,
Madagascar Swift,Apus balstoni,Malagasy Black Swift,
Forbes-Watson's Swift,Apus berliozi,Martinet de Berlioz,
Plain Swift,Apus unicolor,"Martinet unicolore, Plain-coloured Swift",
Alexander's Swift,Apus alexandri,"Cape Verde Swift, Martinet du Cap-Vert",
Pallid Swift,Apus pallidus,Martinet p�le,
Common Swift,Apus apus,"Martinet noir, Swift, European Swift",
,Apus horus,Martinet horus,
,Apus leuconyx,,
,Apus cooki,,
,Apus toulsoni,,
,Apus barbatus,,
,Apus salimali,,
Crimson Topaz,Topaza pella,,
Fiery Topaz,Topaza pyra,,
White-necked Jacobin,Florisuga mellivora,,
Black Jacobin,Florisuga fusca,,Melanotrochilus fuscus
White-tipped Sicklebill,Eutoxeres aquila,,
Buff-tailed Sicklebill,Eutoxeres condamini,,
Saw-billed Hermit,Ramphodon naevius,Ermita�o Picosierra,
Hook-billed Hermit,Glaucis dohrnii,,Trochilus dohrnii
Bronzy Hermit,Glaucis aeneus,,Glaucis aenea
Rufous-breasted Hermit,Glaucis hirsutus,,Glaucis hirsuta
Band-tailed Barbthroat,Threnetes ruckeri,,
Pale-tailed Barbthroat,Threnetes leucurus,,
Sooty Barbthroat,Threnetes niger,,
,Threnetes loehkeni,Bronze-tailed Barbthroat,
Broad-tipped Hermit,Anopetia gounellei,,Phaethornis gounellei
Dusky-throated Hermit,Phaethornis squalidus,,
Streak-throated Hermit,Phaethornis rupurumii,,
Little Hermit,Phaethornis longuemareus,,
Tapajos Hermit,Phaethornis aethopygus,Tapaj�s Hermit,Phaethornis longuemareus
Minute Hermit,Phaethornis idaliae,,
Cinnamon-throated Hermit,Phaethornis nattereri,,
Black-throated Hermit,Phaethornis atrimentalis,,
Stripe-throated Hermit,Phaethornis striigularis,,
Grey-chinned Hermit,Phaethornis griseogularis,Gray-chinned Hermit,
Porculla Hermit,Phaethornis porcullae,,
Reddish Hermit,Phaethornis ruber,,
White-browed Hermit,Phaethornis stuarti,,
Buff-bellied Hermit,Phaethornis subochraceus,,
Sooty-capped Hermit,Phaethornis augusti,,
Planalto Hermit,Phaethornis pretrei,,
Scale-throated Hermit,Phaethornis eurynome,,
Pale-bellied Hermit,Phaethornis anthophilus,,
White-bearded Hermit,Phaethornis hispidus,,
White-whiskered Hermit,Phaethornis yaruqui,,
Green Hermit,Phaethornis guy,,
Tawny-bellied Hermit,Phaethornis syrmatophorus,,
Koepcke's Hermit,Phaethornis koepckeae,Ermita�o de Koepcke,
Ash-bellied Hermit,Phaethornis major,,
Needle-billed Hermit,Phaethornis philippii,,
Straight-billed Hermit,Phaethornis bourcieri,,
Mexican Hermit,Phaethornis mexicanus,,
Long-billed Hermit,Phaethornis longirostris,,
Ecuadorian Hermit,Phaethornis baroni,,
Long-tailed Hermit,Phaethornis superciliosus,,
Great-billed Hermit,Phaethornis malaris,,
,Phaethornis griseogularis,Gray-chinned Hermit,
,Phaethornis margarettae,Margaretta's Hermit,
,Phaethornis porcullae,,
,Phaethornis superciliosus,,
,Phaethornis longirostris,,
,Phaethornis longuemareus,,
,Phaethornis squalidus,,
,Phaethornis bourcieri,,
Green-fronted Lancebill,Doryfera ludovicae,,Doryfera ludoviciae
Blue-fronted Lancebill,Doryfera johannae,,
Western Wedge-billed Hummingbird,Schistes albogularis,,
Eastern Wedge-billed Hummingbird,Schistes geoffroyi,Wedge-billed Hummingbird,
,Schistes geoffroyi,,
Hyacinth Visorbearer,Augastes scutatus,Colibr� Colaceleste,
Hooded Visorbearer,Augastes lumachella,Colibr� Lumaquela,Augastes lumachellus
Brown Violet-ear,Colibri delphinae,Brown Violetear,
Green Violet-ear,Colibri thalassinus,Green Violetear,
Sparkling Violet-ear,Colibri coruscans,Sparkling Violetear,
White-vented Violet-ear,Colibri serrirostris,White-vented Violetear,
Tooth-billed Hummingbird,Androdon aequatorialis,,
Horned Sungem,Heliactin bilophus,,Heliactin bilophum; Heliactin cornuta
Purple-crowned Fairy,Heliothryx barroti,,
Black-eared Fairy,Heliothryx auritus,,Heliothryx aurita
White-tailed Goldenthroat,Polytmus guainumbi,,
Tepui Goldenthroat,Polytmus milleri,,
Green-tailed Goldenthroat,Polytmus theresiae,,
Ruby-topaz Hummingbird,Chrysolampis mosquitus,Ruby Topaz,
Fiery-tailed Awlbill,Avocettula recurvirostris,"Mango Picolezna, Colibr� Pico Lezna",
Green-throated Mango,Anthracothorax viridigula,,
Green-breasted Mango,Anthracothorax prevostii,,
Black-throated Mango,Anthracothorax nigricollis,,
Veraguas Mango,Anthracothorax veraguensis,,
Hispaniolan Mango,Anthracothorax dominicus,Antillean Mango,
Puerto Rican Mango,Anthracothorax aurulentus,,
Green Mango,Anthracothorax viridis,,
Jamaican Mango,Anthracothorax mango,,
,Anthracothorax dominicus,,
,Anthracothorax prevostii,,
Green-throated Carib,Eulampis holosericeus,,Sericotes holosericeus
Purple-throated Carib,Eulampis jugularis,,
Orange-throated Sunangel,Heliangelus mavors,,
Merida Sunangel,Heliangelus spencei,M�rida Sunangel,
Longuemare's Sunangel,Heliangelus clarisse,,
Amethyst-throated Sunangel,Heliangelus amethysticollis,,
Gorgeted Sunangel,Heliangelus strophianus,,
Tourmaline Sunangel,Heliangelus exortis,,
Little Sunangel,Heliangelus micraster,Flame-throated Sunangel,Heliangelus micrastur
Purple-throated Sunangel,Heliangelus viola,,
Royal Sunangel,Heliangelus regalis,Colibr� Real,
,Heliangelus spencei,M�rida Sunangel,
,Heliangelus amethysticollis,,
,Heliangelus amethysticollis,,
,Heliangelus exortis,,
,Heliangelus zusii,Bogot� Sunangel,
Green-backed Firecrown,Sephanoides sephaniodes,,Sephanoides sephanoides
Juan Fernandez Firecrown,Sephanoides fernandensis,"Juan Fern�ndez Firecrown, Colibr� de Juan Fern�ndez",
Green Thorntail,Discosura conversii,,Popelairia conversii
Wire-crested Thorntail,Discosura popelairii,,Popelairia popelairii
Black-bellied Thorntail,Discosura langsdorffi,,Popelairia langsdorffi
Coppery Thorntail,Discosura letitiae,Rabudito Cobrizo,Popelairia letitiae
Racket-tailed Coquette,Discosura longicaudus,,Discosura longicauda
Tufted Coquette,Lophornis ornatus,,Lophornis ornata
Dot-eared Coquette,Lophornis gouldii,,
Frilled Coquette,Lophornis magnificus,,Lophornis magnifica
Short-crested Coquette,Lophornis brachylophus,"Coqueta Cresticorta, Coqueta de Guerrero",Lophornis brachylopha
Rufous-crested Coquette,Lophornis delattrei,,
Spangled Coquette,Lophornis stictolophus,"Coqueta Coronada, Coqueta Lentejuelada",Lophornis stictolopha
Festive Coquette,Lophornis chalybeus,,
Butterfly Coquette,Lophornis verreauxii,,
Peacock Coquette,Lophornis pavoninus,,Lophornis pavonina
Black-crested Coquette,Lophornis helenae,,Paphosia helenae
White-crested Coquette,Lophornis adorabilis,,Paphosia adorabilis
,Lophornis chalybeus,,
Ecuadorian Piedtail,Phlogophilus hemileucurus,"Colapinto Ecuatoriano, Colibr� Colipinto Ecuatoriano",
Peruvian Piedtail,Phlogophilus harterti,Colibr� Colipinto Peruano,
Speckled Hummingbird,Adelomyia melanogenys,,
Long-tailed Sylph,Aglaiocercus kingii,,
Violet-tailed Sylph,Aglaiocercus coelestis,,
Venezuelan Sylph,Aglaiocercus berlepschi,,
,Aglaiocercus kingi,,
Red-tailed Comet,Sappho sparganurus,,
Grey-bellied Comet,Taphrolesbia griseiventris,"Colibr� Ventigr�s, Gray-bellied Comet",
Bronze-tailed Comet,Polyonymus caroli,Colibr� Colibronce,
Ecuadorian Hillstar,Oreotrochilus chimborazo,,
Andean Hillstar,Oreotrochilus estella,,
Green-headed Hillstar,Oreotrochilus stolzmanni,,
White-sided Hillstar,Oreotrochilus leucopleurus,,
Black-breasted Hillstar,Oreotrochilus melanogaster,,
Wedge-tailed Hillstar,Oreotrochilus adela,Colibr� de Cochabamba,
,Oreotrochilus estella,,
Mountain Avocetbill,Opisthoprora euryptera,,
Black-tailed Trainbearer,Lesbia victoriae,,
Green-tailed Trainbearer,Lesbia nuna,,
Black-backed Thornbill,Ramphomicron dorsale,,
Purple-backed Thornbill,Ramphomicron microrhynchum,,
Rufous-capped Thornbill,Chalcostigma ruficeps,,
Olivaceous Thornbill,Chalcostigma olivaceum,,
Blue-mantled Thornbill,Chalcostigma stanleyi,,
Bronze-tailed Thornbill,Chalcostigma heteropogon,,
Rainbow-bearded Thornbill,Chalcostigma herrani,,
Blue-bearded Helmetcrest,Oxypogon cyanolaemus,,
White-bearded Helmetcrest,Oxypogon lindenii,,
Green-bearded Helmetcrest,Oxypogon guerinii,Bearded Helmetcrest,
Buffy Helmetcrest,Oxypogon stuebelii,,
,Oxypogon guerinii,,
Western Mountaineer,Oreonympha albolimbata,,
Eastern Mountaineer,Oreonympha nobilis,,
,Oreonympha nobilis,,
Perija Metaltail,Metallura iracunda,"Metalura Iracunda, Colibr� de Perij�, Perij� Metaltail",
